"a","log(a/a-1)","ub_old","ub_k2","lb_k2","ub_k2_add","lb_k2_unadd","ub_k3","lb_k3","ub_k3_add","lb_k3_unadd","ub_k4","lb_k4","ub_k4_add","lb_k4_unadd","ub_k2_unadd","ub_k3_unadd","ub_k4_unadd"
10.94,0.0958587763253525,0.0946807918549234,0.0668083961574772,0.0401335966943844,0.0687989700488858,0.0397395378500202,0.0921695673448153,0.0441556603597672,0.0836361076263711,0.0437939918988206,0.464325027125948,0.0447085441308663,-0.133066965120771,0.0447522744992015,0.0652233394926459,0.0817136045617728,0.699856886178532
10.96,0.0956752099233625,0.094899721706537,0.0666055583905373,0.0400705063313713,0.0678221116698013,0.040056671747944,0.0915835901355651,0.044082593270957,0.0993398340102421,0.0439978077000298,0.456347787521266,0.0446364295246309,0.55549714313067,0.0447213836913707,0.0637076021199484,0.0755581659714866,0.148252330146671
10.98,0.0954923457580121,0.0929512854744848,0.0664039982214474,0.040007608910842,0.0645817707529137,0.0402170592440544,0.0910048403499164,0.0440097458364538,0.0657572755169533,0.043936347642895,0.448549045281484,0.0445644929391611,-0.118376359358041,0.0444592612682082,0.0652801495615222,0.0729823455559957,0.474462240713762
11,0.0953101798043249,0.0946734916045198,0.0662037037037037,0.0399449035812673,0.0686833375246916,0.0397560965480466,0.0904332010582012,0.0439371172278761,0.0758479784619326,0.0444149541583247,0.440924115016377,0.0444927342931702,1.04060648860835,0.0451837875120572,0.0639329602646853,0.0854478181736908,0.184377438565881
11.02,0.0951287080680497,0.0943661401068081,0.0660046630358925,0.0398823894958606,0.0651390693634707,0.0401471976452036,0.0898685575889508,0.0438647066193874,0.0423629333653503,0.0437099448349885,0.433468451931593,0.0444211534955352,0.354426235472396,0.0443936928487557,0.0665297630248278,0.1090750187211,0.367176825507259
11.04,0.094947926585366,0.0913366440364514,0.0658068645595483,0.0398200658124988,0.0618742116095653,0.0398288796053548,0.089310797478698,0.043792513187365,0.148380795721517,0.0442452773424672,0.4261776470802,0.0443497504446103,0.529561421439396,0.0437557108545527,0.0662797282259701,0.10761811958913,0.151319368733928
11.06,0.0947678314225955,0.0920369018543521,0.0656102967570713,0.0397579316937339,0.0539598459744776,0.0397874099420603,0.0887598104230536,0.0437205361107754,0.0843294253009849,0.0433646522318512,0.419047422792684,0.0442785250290088,-0.252237122113191,0.0431576436435404,0.0670921973032667,0.152348054882784,0.227177433127693
11.08,0.0945884186759153,0.0925725345357986,0.0654149482496021,0.0396959863067799,0.0682447713803875,0.0398113665798935,0.0882154882288897,0.0436487745710117,0.0839699676992605,0.0438806436745494,0.41207362827781,0.0442074771278256,0.110504224794573,0.0444449539452016,0.0674097011242095,0.0857878973925887,0.139384842503922
11.1,0.0944096844710748,0.0965309861407983,0.0652208077950566,0.0396342288234258,0.0760872264518084,0.0394022635376746,0.087677724767907,0.0435772277518984,0.0920080688127847,0.0433440665567226,0.405252235387669,0.0441366066103339,0.49268405155368,0.0437910024337934,0.0623448121666178,0.0799798013163593,0.106945258912534
11.12,0.0942316249631169,0.0916488745075623,0.0650278642861257,0.0395726584200315,0.0581755548602583,0.0396400485851771,0.0871464159312432,0.043505894839793,0.03632988275407,0.0441900060238512,0.398579334539815,0.0440659133373535,0.973104625462415,0.0444734181985394,0.0634244100409528,0.105095775657635,0.311274251561269
11.14,0.0940542363361009,0.095714034044687,0.0648361067482378,0.0395112742775501,0.0587322366707497,0.0391539355619,0.0866214595851234,0.0434347750235613,0.0693975050818626,0.0436621911683812,0.392051130790084,0.043995397160205,0.421351223645966,0.043926158157845,0.0668799741490848,0.0751624028346809,0.220670205254843
11.16,0.0938775148028291,0.0912820806171915,0.0646455243377311,0.0394500755814145,0.0689401790990804,0.0395192640282424,0.0861027555278342,0.0433638674946348,0.0926314320196102,0.0435948303580684,0.385663940050373,0.0439250579218251,0.510058213026641,0.044364382477683,0.0663937021647185,0.0851275513772731,0.380215582587426
11.18,0.0937014566045763,0.0951300817102366,0.0644561063398367,0.0393890615215965,0.0579326782140183,0.0397778680251908,0.0855902054474591,0.0432931714469337,0.0655362466402449,0.0444956695900323,0.379414185444815,0.0438548954563307,-0.139101505363585,0.0431370202774713,0.0639224541976408,0.0799306036748235,0.185219729791455
11.2,0.0935260580108235,0.0934451941574169,0.0642678421669052,0.0393282312925107,0.0717161193413732,0.0396973965376504,0.0850837128809545,0.0432226860769806,0.0961747120506536,0.0431048996710167,0.373298393799489,0.0437849095898944,0.129926406527434,0.0441184065157572,0.0679152516245728,0.0831439470211466,0.120079438727649
11.22,0.0933513153189918,0.0953740095994274,0.064080721356652,0.0392675840929765,0.0579676059000688,0.0395619997142851,0.0845831831742139,0.0431524105837989,0.10374606519863,0.0439405760548505,0.367313192259946,0.0437151001402338,0.183952774582519,0.0443776591071732,0.0631666363512742,0.0842288544553662,0.183583408142749
11.24,0.0931772248541833,0.0928201216921333,0.0638947335700915,0.0392071191263149,0.0773638890412823,0.039074834320716,0.0840885234425872,0.0430823441691686,0.101424317059715,0.0424600015594487,0.361455305030749,0.0436454669176159,-0.102747981112481,0.0437698580930663,0.0673743222962445,0.0932262854604522,0.122374011616166
11.26,0.093003782968921,0.0897642183615791,0.0637098685900656,0.0391468356001124,0.0690643680496157,0.0391262959727765,0.0835996425332213,0.043012486037271,0.0967942906309986,0.0431968208395206,0.355721550233867,0.0435760097244519,0.0403019483950051,0.0439565426991971,0.0600566656167582,0.0681632911763926,0.600489988366626
11.28,0.0928309860428939,0.0948058050347057,0.0635261163192864,0.0390867327264008,0.0740994936775603,0.0397958142593024,0.0831164509875575,0.0429428353949975,0.171009487132686,0.0430663106655941,0.350108836879283,0.0435067283553489,0.128563927121303,0.0439521843824399,0.0640059047466062,0.0771364695269355,0.517596837245075
11.3,0.0926588304827048,0.093089617061151,0.0633434667786935,0.039026809721451,0.064937945741941,0.0393698791968424,0.082638861005079,0.042873391451738,0.0370440666885969,0.0428522673166745,0.344614161944512,0.0434376225979107,0.373519055475944,0.0432948887061478,0.0637476126879486,0.116433875981062,0.199361687587627
11.32,0.0924873127216202,0.089420909383887,0.0631619101058303,0.0389670658059803,0.0595898216046908,0.0388216421162063,0.0821667864080737,0.0428041534199038,0.0695180069986751,0.0428605886485286,0.339234607558734,0.0433686922330686,0.419406454156965,0.0425077949828919,0.0647306370792268,0.0807177166577164,0.259102833308672
11.34,0.0923164292193229,0.0943610342707784,0.0629814365531404,0.0389075002047669,0.0708750813848086,0.0393007046149282,0.0817001426069415,0.0427351205138541,0.112575193022233,0.0428460701253995,0.333967338286751,0.0432999370334901,0.276865597846061,0.0425886587652903,0.0621678173993758,0.0779931316847206,0.890272542892196
11.36,0.0921461764616683,0.0886356739246272,0.0628020364862466,0.038848112147045,0.0602082358166654,0.0386098336152865,0.0812388465663378,0.0426662919513398,0.145332451300167,0.0428562470522721,0.328809598509141,0.0432313567665175,0.0676517650176112,0.043565752141988,0.0613517569703393,0.0836558351013499,0.347055668390952
11.38,0.0919765509604423,0.0926293686627109,0.0626237003825145,0.0387889008661633,0.0705069429128312,0.0390301447496456,0.0807828167725007,0.042597666952302,0.0803577918450698,0.0424129350399275,0.32375870989557,0.0431629511921726,2.04071093242859,0.0434846047455169,0.0640714307719837,0.085710743395816,0.127052987304698
11.4,0.0918075492531229,0.0896413326113266,0.0624464188293967,0.03872986559966,0.0632876790190381,0.0386154732108274,0.0803319732009868,0.0425292447395312,0.102079208417647,0.04310809511717,0.318812068966412,0.043094720064165,0.194719585499809,0.0436693908406872,0.06168064567696,0.0692307678855096,0.160995881241593
11.42,0.0916391679026433,0.0925028091152362,0.0622701825228194,0.0386710055892944,0.070540701306885,0.0384881397838503,0.0798862372852353,0.0424610245384822,0.100977798373369,0.0421544332088239,0.313967144740061,0.043026663130085,0.339418626208548,0.0425797863406548,0.0634696000528132,0.0661141169670171,0.173506050891476
11.44,0.0914714034971591,0.0922235022274558,0.0620949822658322,0.0386123200808434,0.0653865126027276,0.0389620224818542,0.0794455318861482,0.0423930055770944,0.0744494942641331,0.041878026756086,0.309221476462672,0.0429587801310173,0.672668958347064,0.0428808196091525,0.0603448309248057,0.0738625570601703,0.150836059745621
11.46,0.0913042526498167,0.0919906152139681,0.0619208089668759,0.0385538083243899,0.0691202954230853,0.0387886134867879,0.0790097812618977,0.0423251870864138,0.0566484866962753,0.0433453642381134,0.304572671416369,0.0428910708028676,-0.240711670823035,0.0425986371923506,0.0635597623190952,0.0921743116575204,0.596389394316233
